ENLIGHTEN Version,2.2.7
504,933.89,2030.18,4945.90,4945.90,,
505,934.17,2033.39,4887.20,4887.20,,
506,934.46,2036.60,4818.10,4818.10,,
507,934.74,2039.81,4766.10,4766.10,,
508,935.02,2043.02,4712.60,4712.60,,
509,935.30,2046.22,4650.40,4650.40,,
510,935.58,2049.42,4610.10,4610.10,,
511,935.86,2052.62,4557.50,4557.50,,
512,936.14,2055.81,4515.30,4515.30,,
513,936.42,2059.01,4473.10,4473.10,,
514,936.70,2062.20,4408.80,4408.80,,
515,936.98,2065.39,4371.60,4371.60,,
516,937.26,2068.58,4320.80,4320.80,,
517,937.54,2071.76,4283.60,4283.60,,
518,937.81,2074.94,4254.60,4254.60,,
519,938.09,2078.12,4219.20,4219.20,,
520,938.37,2081.30,4174.60,4174.60,,
521,938.65,2084.47,4155.30,4155.30,,
522,938.93,2087.64,4119.20,4119.20,,
523,939.21,2090.81,4098.00,4098.00,,
524,939.49,2093.98,4078.00,4078.00,,
525,939.77,2097.15,4056.30,4056.30,,
526,940.05,2100.31,4022.10,4022.10,,
527,940.33,2103.47,3983.00,3983.00,,
528,940.61,2106.63,3965.00,3965.00,,
529,940.89,2109.78,3933.60,3933.60,,
530,941.17,2112.94,3913.30,3913.30,,
531,941.45,2116.09,3876.50,3876.50,,
532,941.73,2119.24,3857.60,3857.60,,
533,942.01,2122.38,3826.10,3826.10,,
534,942.29,2125.53,3798.00,3798.00,,
535,942.56,2128.67,3782.20,3782.20,,
536,942.84,2131.81,3751.60,3751.60,,
537,943.12,2134.94,3732.30,3732.30,,
538,943.40,2138.08,3723.20,3723.20,,
539,943.68,2141.21,3696.40,3696.40,,
540,943.96,2144.34,3673.10,3673.10,,
541,944.24,2147.47,3646.20,3646.20,,
542,944.52,2150.59,3625.40,3625.40,,
543,944.79,2153.72,3621.90,3621.90,,
544,945.07,2156.84,3608.70,3608.70,,
545,945.35,2159.95,3574.30,3574.30,,
546,945.63,2163.07,3566.00,3566.00,,
547,945.91,2166.18,3543.30,3543.30,,
548,946.19,2169.29,3516.80,3516.80,,
549,946.47,2172.40,3510.20,3510.20,,
550,946.74,2175.51,3500.60,3500.60,,
551,947.02,2178.61,3476.20,3476.20,,
552,947.30,2181.71,3470.40,3470.40,,
553,947.58,2184.81,3460.10,3460.10,,
554,947.86,2187.91,3442.90,3442.90,,
555,948.13,2191.00,3432.60,3432.60,,
556,948.41,2194.10,3425.60,3425.60,,
557,948.69,2197.19,3415.10,3415.10,,
558,948.97,2200.27,3402.20,3402.20,,
559,949.25,2203.36,3383.20,3383.20,,
560,949.52,2206.44,3372.80,3372.80,,
561,949.80,2209.52,3360.60,3360.60,,
562,950.08,2212.60,3346.80,3346.80,,
563,950.36,2215.67,3339.40,3339.40,,
564,950.64,2218.75,3322.10,3322.10,,
565,950.91,2221.82,3318.00,3318.00,,
566,951.19,2224.89,3307.90,3307.90,,
567,951.47,2227.95,3293.60,3293.60,,
568,951.75,2231.02,3284.70,3284.70,,
569,952.02,2234.08,3272.00,3272.00,,
570,952.30,2237.14,3254.30,3254.30,,
571,952.58,2240.20,3234.80,3234.80,,
572,952.86,2243.25,3219.40,3219.40,,
573,953.13,2246.30,3221.80,3221.80,,
574,953.41,2249.35,3208.40,3208.40,,
575,953.69,2252.40,3195.60,3195.60,,
576,953.96,2255.45,3174.60,3174.60,,
577,954.24,2258.49,3170.00,3170.00,,
578,954.52,2261.53,3157.60,3157.60,,
579,954.79,2264.57,3152.40,3152.40,,
580,955.07,2267.61,3136.80,3136.80,,
581,955.35,2270.64,3127.30,3127.30,,
582,955.63,2273.67,3121.20,3121.20,,
583,955.90,2276.70,3120.40,3120.40,,
584,956.18,2279.73,3118.60,3118.60,,
585,956.45,2282.75,3107.40,3107.40,,
586,956.73,2285.77,3095.00,3095.00,,
587,957.01,2288.79,3090.00,3090.00,,
588,957.28,2291.81,3084.60,3084.60,,
589,957.56,2294.83,3064.50,3064.50,,
590,957.84,2297.84,3065.40,3065.40,,
591,958.11,2300.85,3040.40,3040.40,,
592,958.39,2303.86,3037.80,3037.80,,
593,958.67,2306.86,3028.00,3028.00,,
594,958.94,2309.87,3021.00,3021.00,,
595,959.22,2312.87,3005.70,3005.70,,
596,959.49,2315.87,2997.20,2997.20,,
597,959.77,2318.86,2996.20,2996.20,,
598,960.05,2321.86,2995.00,2995.00,,
599,960.32,2324.85,3001.80,3001.80,,
600,960.60,2327.84,2986.50,2986.50,,
601,960.87,2330.83,2969.70,2969.70,,
602,961.15,2333.81,2959.30,2959.30,,
603,961.42,2336.80,2942.00,2942.00,,
604,961.70,2339.78,2924.20,2924.20,,
605,961.98,2342.75,2921.60,2921.60,,
606,962.25,2345.73,2903.60,2903.60,,
607,962.53,2348.70,2898.70,2898.70,,
608,962.80,2351.68,2890.20,2890.20,,
609,963.08,2354.64,2881.40,2881.40,,
610,963.35,2357.61,2879.80,2879.80,,
611,963.63,2360.58,2863.00,2863.00,,
612,963.90,2363.54,2847.40,2847.40,,
613,964.18,2366.50,2843.50,2843.50,,
614,964.45,2369.46,2837.70,2837.70,,
615,964.73,2372.41,2824.30,2824.30,,
616,965.00,2375.36,2814.50,2814.50,,
617,965.28,2378.31,2809.80,2809.80,,
618,965.55,2381.26,2796.10,2796.10,,
619,965.83,2384.21,2788.10,2788.10,,
620,966.10,2387.15,2783.90,2783.90,,
621,966.38,2390.09,2771.80,2771.80,,
622,966.65,2393.03,2769.20,2769.20,,
623,966.93,2395.97,2760.60,2760.60,,
624,967.20,2398.91,2756.00,2756.00,,
625,967.47,2401.84,2752.90,2752.90,,
626,967.75,2404.77,2729.50,2729.50,,
627,968.02,2407.70,2715.00,2715.00,,
628,968.30,2410.62,2716.50,2716.50,,
629,968.57,2413.54,2703.70,2703.70,,
630,968.85,2416.47,2695.40,2695.40,,
631,969.12,2419.38,2677.50,2677.50,,
632,969.39,2422.30,2686.20,2686.20,,
633,969.67,2425.21,2665.70,2665.70,,
634,969.94,2428.13,2651.70,2651.70,,
635,970.22,2431.04,2657.30,2657.30,,
636,970.49,2433.94,2640.60,2640.60,,
637,970.76,2436.85,2640.10,2640.10,,
638,971.04,2439.75,2632.00,2632.00,,
639,971.31,2442.65,2633.10,2633.10,,
640,971.58,2445.55,2619.80,2619.80,,
641,971.86,2448.45,2615.40,2615.40,,
642,972.13,2451.34,2612.60,2612.60,,
643,972.40,2454.23,2595.00,2595.00,,
644,972.68,2457.12,2587.80,2587.80,,
645,972.95,2460.01,2582.90,2582.90,,
646,973.22,2462.89,2574.70,2574.70,,
647,973.50,2465.77,2564.40,2564.40,,
648,973.77,2468.65,2558.80,2558.80,,
649,974.04,2471.53,2549.60,2549.60,,
650,974.32,2474.41,2538.60,2538.60,,
651,974.59,2477.28,2537.10,2537.10,,
652,974.86,2480.15,2523.20,2523.20,,
653,975.13,2483.02,2522.60,2522.60,,
654,975.41,2485.89,2505.40,2505.40,,
655,975.68,2488.75,2499.90,2499.90,,
656,975.95,2491.61,2494.50,2494.50,,
657,976.22,2494.47,2485.50,2485.50,,
658,976.50,2497.33,2470.50,2470.50,,
659,976.77,2500.19,2479.30,2479.30,,
660,977.04,2503.04,2465.40,2465.40,,
661,977.31,2505.89,2461.40,2461.40,,
662,977.59,2508.74,2450.30,2450.30,,
663,977.86,2511.58,2440.50,2440.50,,
664,978.13,2514.43,2438.50,2438.50,,
665,978.40,2517.27,2429.70,2429.70,,
666,978.67,2520.11,2430.90,2430.90,,
667,978.94,2522.95,2417.00,2417.00,,
668,979.22,2525.78,2414.50,2414.50,,
669,979.49,2528.61,2401.70,2401.70,,
670,979.76,2531.44,2396.60,2396.60,,
671,980.03,2534.27,2385.90,2385.90,,
672,980.30,2537.10,2377.60,2377.60,,
673,980.57,2539.92,2375.00,2375.00,,
674,980.85,2542.74,2356.30,2356.30,,
675,981.12,2545.56,2356.30,2356.30,,
676,981.39,2548.38,2349.90,2349.90,,
677,981.66,2551.19,2338.20,2338.20,,
678,981.93,2554.01,2343.10,2343.10,,
679,982.20,2556.82,2325.00,2325.00,,
680,982.47,2559.63,2322.20,2322.20,,
681,982.74,2562.43,2315.70,2315.70,,
682,983.01,2565.24,2310.70,2310.70,,
683,983.29,2568.04,2308.70,2308.70,,
684,983.56,2570.84,2297.20,2297.20,,
685,983.83,2573.63,2299.50,2299.50,,
686,984.10,2576.43,2290.50,2290.50,,
687,984.37,2579.22,2282.00,2282.00,,
688,984.64,2582.01,2279.80,2279.80,,
689,984.91,2584.80,2262.30,2262.30,,
690,985.18,2587.58,2260.70,2260.70,,
691,985.45,2590.37,2251.40,2251.40,,
692,985.72,2593.15,2248.00,2248.00,,
693,985.99,2595.93,2233.80,2233.80,,
694,986.26,2598.70,2233.00,2233.00,,
695,986.53,2601.48,2227.80,2227.80,,
696,986.80,2604.25,2219.00,2219.00,,
697,987.07,2607.02,2204.90,2204.90,,
698,987.34,2609.79,2206.30,2206.30,,
699,987.61,2612.55,2190.70,2190.70,,
700,987.88,2615.32,2191.30,2191.30,,
701,988.15,2618.08,2179.30,2179.30,,
702,988.42,2620.84,2173.40,2173.40,,
703,988.69,2623.60,2163.20,2163.20,,
704,988.96,2626.35,2159.40,2159.40,,
705,989.22,2629.10,2157.00,2157.00,,
706,989.49,2631.85,2146.80,2146.80,,
707,989.76,2634.60,2143.30,2143.30,,
708,990.03,2637.35,2135.70,2135.70,,
709,990.30,2640.09,2127.90,2127.90,,
710,990.57,2642.83,2119.20,2119.20,,
711,990.84,2645.57,2119.70,2119.70,,
712,991.11,2648.31,2112.30,2112.30,,
713,991.38,2651.04,2103.70,2103.70,,
714,991.65,2653.77,2097.20,2097.20,,
715,991.91,2656.50,2097.20,2097.20,,
716,992.18,2659.23,2088.10,2088.10,,
717,992.45,2661.96,2090.30,2090.30,,
718,992.72,2664.68,2082.20,2082.20,,
719,992.99,2667.40,2076.20,2076.20,,
720,993.26,2670.12,2067.90,2067.90,,
721,993.52,2672.84,2066.70,2066.70,,
722,993.79,2675.55,2060.60,2060.60,,
723,994.06,2678.27,2053.80,2053.80,,
724,994.33,2680.98,2047.80,2047.80,,
725,994.60,2683.69,2039.90,2039.90,,
726,994.86,2686.39,2035.30,2035.30,,
727,995.13,2689.10,2032.60,2032.60,,
728,995.40,2691.80,2022.60,2022.60,,
729,995.67,2694.50,2014.00,2014.00,,
730,995.93,2697.19,2012.70,2012.70,,
731,996.20,2699.89,2006.20,2006.20,,
732,996.47,2702.58,1997.10,1997.10,,
733,996.74,2705.27,1996.80,1996.80,,
734,997.00,2707.96,1988.80,1988.80,,
735,997.27,2710.65,1982.50,1982.50,,
736,997.54,2713.33,1980.30,1980.30,,
737,997.80,2716.01,1972.90,1972.90,,
738,998.07,2718.69,1970.30,1970.30,,
739,998.34,2721.37,1966.50,1966.50,,
740,998.60,2724.05,1962.90,1962.90,,
741,998.87,2726.72,1955.30,1955.30,,
742,999.14,2729.39,1950.60,1950.60,,
743,999.40,2732.06,1939.50,1939.50,,
744,999.67,2734.73,1935.80,1935.80,,
745,999.94,2737.39,1925.70,1925.70,,
746,1000.20,2740.05,1917.90,1917.90,,
747,1000.47,2742.71,1915.20,1915.20,,
748,1000.73,2745.37,1910.60,1910.60,,
749,1001.00,2748.03,1900.40,1900.40,,
750,1001.27,2750.68,1894.90,1894.90,,
751,1001.53,2753.33,1885.60,1885.60,,
752,1001.80,2755.98,1884.20,1884.20,,
753,1002.06,2758.63,1875.30,1875.30,,
754,1002.33,2761.27,1868.30,1868.30,,
755,1002.60,2763.91,1872.20,1872.20,,
756,1002.86,2766.55,1863.50,1863.50,,
757,1003.13,2769.19,1854.50,1854.50,,
758,1003.39,2771.83,1854.10,1854.10,,
759,1003.66,2774.46,1840.10,1840.10,,
760,1003.92,2777.09,1834.80,1834.80,,
761,1004.19,2779.72,1832.10,1832.10,,
762,1004.45,2782.35,1824.50,1824.50,,
763,1004.72,2784.98,1819.00,1819.00,,
764,1004.98,2787.60,1810.30,1810.30,,
765,1005.25,2790.22,1805.80,1805.80,,
766,1005.51,2792.84,1803.10,1803.10,,
767,1005.78,2795.46,1796.90,1796.90,,
768,1006.04,2798.07,1799.10,1799.10,,
769,1006.31,2800.68,1794.50,1794.50,,
770,1006.57,2803.29,1790.90,1790.90,,
771,1006.83,2805.90,1788.20,1788.20,,
772,1007.10,2808.51,1783.50,1783.50,,
773,1007.36,2811.11,1780.40,1780.40,,
774,1007.63,2813.71,1785.20,1785.20,,
775,1007.89,2816.31,1776.60,1776.60,,
776,1008.15,2818.91,1778.40,1778.40,,
777,1008.42,2821.50,1770.70,1770.70,,
778,1008.68,2824.10,1775.70,1775.70,,
779,1008.95,2826.69,1761.30,1761.30,,
780,1009.21,2829.28,1767.80,1767.80,,
781,1009.47,2831.86,1768.90,1768.90,,
782,1009.74,2834.45,1770.70,1770.70,,
783,1010.00,2837.03,1775.30,1775.30,,
784,1010.26,2839.61,1781.10,1781.10,,
785,1010.53,2842.19,1790.90,1790.90,,
786,1010.79,2844.76,1797.90,1797.90,,
787,1011.05,2847.34,1812.60,1812.60,,
788,1011.31,2849.91,1813.50,1813.50,,
789,1011.58,2852.48,1813.40,1813.40,,
790,1011.84,2855.04,1813.50,1813.50,,
791,1012.10,2857.61,1817.50,1817.50,,
792,1012.37,2860.17,1818.80,1818.80,,
793,1012.63,2862.73,1811.40,1811.40,,
794,1012.89,2865.29,1819.50,1819.50,,
795,1013.15,2867.85,1818.60,1818.60,,
796,1013.42,2870.40,1824.00,1824.00,,
797,1013.68,2872.95,1832.20,1832.20,,
798,1013.94,2875.50,1831.30,1831.30,,
799,1014.20,2878.05,1822.80,1822.80,,
800,1014.46,2880.60,1824.90,1824.90,,
801,1014.73,2883.14,1816.70,1816.70,,
802,1014.99,2885.68,1828.60,1828.60,,
803,1015.25,2888.22,1824.30,1824.30,,
804,1015.51,2890.76,1822.10,1822.10,,
805,1015.77,2893.29,1821.60,1821.60,,
806,1016.03,2895.83,1826.80,1826.80,,
807,1016.29,2898.36,1825.60,1825.60,,
808,1016.56,2900.89,1827.40,1827.40,,
809,1016.82,2903.41,1819.20,1819.20,,
810,1017.08,2905.94,1822.70,1822.70,,
811,1017.34,2908.46,1820.70,1820.70,,
812,1017.60,2910.98,1826.30,1826.30,,
813,1017.86,2913.50,1829.10,1829.10,,
814,1018.12,2916.01,1830.00,1830.00,,
815,1018.38,2918.53,1825.40,1825.40,,
816,1018.64,2921.04,1821.60,1821.60,,
817,1018.90,2923.55,1817.60,1817.60,,
818,1019.16,2926.05,1820.90,1820.90,,
819,1019.42,2928.56,1815.20,1815.20,,
820,1019.68,2931.06,1810.40,1810.40,,
821,1019.94,2933.56,1799.80,1799.80,,
822,1020.20,2936.06,1789.50,1789.50,,
823,1020.46,2938.56,1774.10,1774.10,,
824,1020.72,2941.05,1766.90,1766.90,,
825,1020.98,2943.55,1746.60,1746.60,,
826,1021.24,2946.04,1725.80,1725.80,,
827,1021.50,2948.53,1719.70,1719.70,,
828,1021.76,2951.01,1703.50,1703.50,,
829,1022.02,2953.50,1691.40,1691.40,,
830,1022.28,2955.98,1677.00,1677.00,,
831,1022.54,2958.46,1668.60,1668.60,,
832,1022.80,2960.94,1658.10,1658.10,,
833,1023.06,2963.41,1647.50,1647.50,,
834,1023.32,2965.88,1644.00,1644.00,,
835,1023.58,2968.36,1636.30,1636.30,,
836,1023.83,2970.83,1627.00,1627.00,,
837,1024.09,2973.29,1619.70,1619.70,,
838,1024.35,2975.76,1608.50,1608.50,,
839,1024.61,2978.22,1602.80,1602.80,,
840,1024.87,2980.68,1597.10,1597.10,,
841,1025.13,2983.14,1588.30,1588.30,,
842,1025.39,2985.60,1587.10,1587.10,,
843,1025.64,2988.05,1580.30,1580.30,,
844,1025.90,2990.50,1569.20,1569.20,,
845,1026.16,2992.95,1570.20,1570.20,,
846,1026.42,2995.40,1565.00,1565.00,,
847,1026.68,2997.85,1556.80,1556.80,,
848,1026.93,3000.29,1550.00,1550.00,,
849,1027.19,3002.74,1550.90,1550.90,,
850,1027.45,3005.18,1542.80,1542.80,,
851,1027.71,3007.61,1538.80,1538.80,,
852,1027.96,3010.05,1535.70,1535.70,,
853,1028.22,3012.48,1532.30,1532.30,,
854,1028.48,3014.91,1537.30,1537.30,,
855,1028.73,3017.34,1530.10,1530.10,,
856,1028.99,3019.77,1525.10,1525.10,,
857,1029.25,3022.20,1520.30,1520.30,,
858,1029.50,3024.62,1523.10,1523.10,,
859,1029.76,3027.04,1515.20,1515.20,,
860,1030.02,3029.46,1516.40,1516.40,,
861,1030.27,3031.88,1515.20,1515.20,,
862,1030.53,3034.29,1521.40,1521.40,,
863,1030.79,3036.70,1520.50,1520.50,,
864,1031.04,3039.11,1519.40,1519.40,,
865,1031.30,3041.52,1516.70,1516.70,,
866,1031.56,3043.93,1523.40,1523.40,,
867,1031.81,3046.33,1524.20,1524.20,,
868,1032.07,3048.74,1532.30,1532.30,,
869,1032.32,3051.14,1530.00,1530.00,,
870,1032.58,3053.53,1537.40,1537.40,,
871,1032.83,3055.93,1537.20,1537.20,,
872,1033.09,3058.32,1538.60,1538.60,,
873,1033.35,3060.72,1536.90,1536.90,,
874,1033.60,3063.11,1535.20,1535.20,,
875,1033.86,3065.49,1535.80,1535.80,,
876,1034.11,3067.88,1544.50,1544.50,,
877,1034.37,3070.26,1531.60,1531.60,,
878,1034.62,3072.65,1540.10,1540.10,,
879,1034.88,3075.02,1537.00,1537.00,,
880,1035.13,3077.40,1536.00,1536.00,,
881,1035.38,3079.78,1536.10,1536.10,,
882,1035.64,3082.15,1533.90,1533.90,,
883,1035.89,3084.52,1536.20,1536.20,,
884,1036.15,3086.89,1531.20,1531.20,,
885,1036.40,3089.26,1533.20,1533.20,,
886,1036.66,3091.62,1534.20,1534.20,,
887,1036.91,3093.99,1533.60,1533.60,,
888,1037.16,3096.35,1538.30,1538.30,,
889,1037.42,3098.71,1543.50,1543.50,,
890,1037.67,3101.06,1540.80,1540.80,,
891,1037.92,3103.42,1539.20,1539.20,,
892,1038.18,3105.77,1546.80,1546.80,,
893,1038.43,3108.12,1545.50,1545.50,,
894,1038.69,3110.47,1548.70,1548.70,,
895,1038.94,3112.82,1559.30,1559.30,,
896,1039.19,3115.16,1554.40,1554.40,,
897,1039.44,3117.50,1556.30,1556.30,,
898,1039.70,3119.84,1564.70,1564.70,,
899,1039.95,3122.18,1568.90,1568.90,,
900,1040.20,3124.52,1570.50,1570.50,,
901,1040.46,3126.85,1568.30,1568.30,,
902,1040.71,3129.18,1566.40,1566.40,,
903,1040.96,3131.51,1575.20,1575.20,,
904,1041.21,3133.84,1572.80,1572.80,,
905,1041.46,3136.17,1574.20,1574.20,,
906,1041.72,3138.49,1580.40,1580.40,,
907,1041.97,3140.81,1583.00,1583.00,,
908,1042.22,3143.13,1576.90,1576.90,,
909,1042.47,3145.45,1587.40,1587.40,,
910,1042.72,3147.76,1581.90,1581.90,,
911,1042.98,3150.08,1583.00,1583.00,,
912,1043.23,3152.39,1589.80,1589.80,,
913,1043.48,3154.70,1593.10,1593.10,,
914,1043.73,3157.01,1596.80,1596.80,,
915,1043.98,3159.31,1596.10,1596.10,,
916,1044.23,3161.62,1603.70,1603.70,,
917,1044.48,3163.92,1604.90,1604.90,,
918,1044.73,3166.22,1614.70,1614.70,,
919,1044.99,3168.51,1623.00,1623.00,,
920,1045.24,3170.81,1628.30,1628.30,,
921,1045.49,3173.10,1635.30,1635.30,,
922,1045.74,3175.39,1638.10,1638.10,,
923,1045.99,3177.68,1651.70,1651.70,,
924,1046.24,3179.97,1659.50,1659.50,,
925,1046.49,3182.25,1662.60,1662.60,,
926,1046.74,3184.54,1670.50,1670.50,,
927,1046.99,3186.82,1676.00,1676.00,,
928,1047.24,3189.10,1682.50,1682.50,,
929,1047.49,3191.37,1690.10,1690.10,,
930,1047.74,3193.65,1703.40,1703.40,,
931,1047.99,3195.92,1711.80,1711.80,,
932,1048.24,3198.19,1718.00,1718.00,,
933,1048.49,3200.46,1723.90,1723.90,,
934,1048.73,3202.73,1730.40,1730.40,,
935,1048.98,3204.99,1741.70,1741.70,,
936,1049.23,3207.25,1740.10,1740.10,,
937,1049.48,3209.52,1754.20,1754.20,,
938,1049.73,3211.77,1765.10,1765.10,,
939,1049.98,3214.03,1772.20,1772.20,,
940,1050.23,3216.28,1776.80,1776.80,,
941,1050.48,3218.54,1782.30,1782.30,,
942,1050.72,3220.79,1798.50,1798.50,,
943,1050.97,3223.04,1804.30,1804.30,,
944,1051.22,3225.28,1823.00,1823.00,,
945,1051.47,3227.53,1838.70,1838.70,,
946,1051.72,3229.77,1837.10,1837.10,,
947,1051.97,3232.01,1852.20,1852.20,,
948,1052.21,3234.25,1858.50,1858.50,,
949,1052.46,3236.48,1867.00,1867.00,,
950,1052.71,3238.72,1873.30,1873.30,,
951,1052.96,3240.95,1874.00,1874.00,,
952,1053.20,3243.18,1886.30,1886.30,,
953,1053.45,3245.41,1892.40,1892.40,,
954,1053.70,3247.64,1894.30,1894.30,,
955,1053.94,3249.86,1903.40,1903.40,,
956,1054.19,3252.08,1909.80,1909.80,,
957,1054.44,3254.30,1914.60,1914.60,,
958,1054.68,3256.52,1921.30,1921.30,,
959,1054.93,3258.74,1922.20,1922.20,,
960,1055.18,3260.95,1913.20,1913.20,,
961,1055.42,3263.16,1918.60,1918.60,,
962,1055.67,3265.37,1916.90,1916.90,,
963,1055.92,3267.58,1914.60,1914.60,,
964,1056.16,3269.79,1907.90,1907.90,,
965,1056.41,3271.99,1903.80,1903.80,,
966,1056.65,3274.19,1892.60,1892.60,,
967,1056.90,3276.39,1897.40,1897.40,,
968,1057.15,3278.59,1896.50,1896.50,,
969,1057.39,3280.79,1904.70,1904.70,,
970,1057.64,3282.98,1902.50,1902.50,,
971,1057.88,3285.17,1896.90,1896.90,,
972,1058.13,3287.36,1893.70,1893.70,,
973,1058.37,3289.55,1895.60,1895.60,,
974,1058.62,3291.74,1893.20,1893.20,,
975,1058.86,3293.92,1892.50,1892.50,,
976,1059.11,3296.11,1876.80,1876.80,,
977,1059.35,3298.29,1871.30,1871.30,,
978,1059.60,3300.46,1862.50,1862.50,,
979,1059.84,3302.64,1846.60,1846.60,,
980,1060.08,3304.81,1833.80,1833.80,,
981,1060.33,3306.99,1824.10,1824.10,,
982,1060.57,3309.16,1813.60,1813.60,,
983,1060.82,3311.32,1799.40,1799.40,,
984,1061.06,3313.49,1788.50,1788.50,,
985,1061.30,3315.65,1786.80,1786.80,,
986,1061.55,3317.82,1774.80,1774.80,,
987,1061.79,3319.98,1765.40,1765.40,,
988,1062.03,3322.13,1756.70,1756.70,,
989,1062.28,3324.29,1753.20,1753.20,,
990,1062.52,3326.45,1735.80,1735.80,,
991,1062.76,3328.60,1737.60,1737.60,,
992,1063.01,3330.75,1720.70,1720.70,,
993,1063.25,3332.90,1714.30,1714.30,,
994,1063.49,3335.04,1706.10,1706.10,,
995,1063.73,3337.19,1693.20,1693.20,,
996,1063.98,3339.33,1688.50,1688.50,,
997,1064.22,3341.47,1677.10,1677.10,,
998,1064.46,3343.61,1658.90,1658.90,,
999,1064.70,3345.74,1650.00,1650.00,,
1000,1064.95,3347.88,1636.80,1636.80,,
1001,1065.19,3350.01,1621.50,1621.50,,
1002,1065.43,3352.14,1610.10,1610.10,,
1003,1065.67,3354.27,1598.10,1598.10,,
1004,1065.91,3356.40,1585.20,1585.20,,
1005,1066.15,3358.52,1581.60,1581.60,,
1006,1066.40,3360.64,1579.30,1579.30,,
1007,1066.64,3362.76,1568.00,1568.00,,
1008,1066.88,3364.88,1560.40,1560.40,,
1009,1067.12,3367.00,1551.60,1551.60,,
1010,1067.36,3369.11,1543.10,1543.10,,
1011,1067.60,3371.22,1535.30,1535.30,,
1012,1067.84,3373.34,1520.40,1520.40,,
1013,1068.08,3375.44,1507.40,1507.40,,
1014,1068.32,3377.55,1493.80,1493.80,,
1015,1068.56,3379.66,1479.80,1479.80,,
1016,1068.80,3381.76,1466.30,1466.30,,
1017,1069.04,3383.86,1456.00,1456.00,,
1018,1069.28,3385.96,1446.00,1446.00,,
1019,1069.52,3388.05,1435.70,1435.70,,
1020,1069.76,3390.15,1418.80,1418.80,,
1021,1070.00,3392.24,1415.40,1415.40,,
1022,1070.24,3394.33,1394.80,1394.80,,
1023,1070.48,3396.42,1385.60,1385.60,,
